chem_code,chem_group,chem_name,chem_alias1,chem_alias2,chem_note
2831,Pesticides,PRODUCT 51,,,
2832,Pesticides,PROPANE,,,
2833,Pesticides,1;2;3-PROPANETRIOL; HOMOPOLYMER; (Z)-9-OCTADECENOATE,,,
2834,Pesticides,PROPELLANT A-46,,,
2835,Pesticides,PROPELLANT A-70,,,
2836,Pesticides,PROPELLANT A-91,,,
2837,Pesticides,N-PROPOXY PROPANOL,,,
2838,Pesticides,PROPYLENE,,,
2839,Pesticides,PROPYLENE GLYCOL DICAPRYLATE/DICAPRATE,,,
2840,Pesticides,PROPYLENE GLYCOL MONOMETHYL ETHER ACETATE,,,
2841,Pesticides,PROPYL 4-HYDROXYBENZOATE,,,
2842,Pesticides,PSEUDOMONAS FLUORESCENS; STRAIN A506,,,
2843,Pesticides,8-QUINOLINOL,,,
2844,Pesticides,R 23 979 IMAZALIL BASE,,,
2845,Pesticides,REAX 88B,,,
2846,Pesticides,RHODAMINE B,,,
2847,Pesticides,SASE,,,
2848,Pesticides,SE 1000 PVC RESIN,,,
2849,Pesticides,SECBUMETON,,,
2850,Pesticides,SENBUCONAZOLE,,,
2851,Pesticides,SILICA; CRYSTALLINE-FUSED,,,
2852,Pesticides,SILICA; CRYSTALLINE-QUARTZ,,,
2853,Pesticides,SILICA HYDRATE,,,
2854,Pesticides,SILICONE MOLD RELEASE AGENT SM 2140,,,
2855,Pesticides,SILKWORM PUPAE,,,
2856,Pesticides,SILVER NITRATE,,,
2858,Pesticides,SODIUM,,,
2859,Pesticides,SODIUM ALKYL NAPHTHALENE SULFONATE,,,
2860,Pesticides,SODIUM BUTYL NAPHTHALENE SULFONATE,,,
2861,Pesticides,SODIUM LIGNOSULFONATE,,,
2862,Pesticides,SODIUM NITRITE,,,
2863,Pesticides,SODIUM POLYACRYLATE,,,
2864,Pesticides,SODIUM PYROARSENATE,,,
2865,Pesticides,SODIUM SILICATE,,,
2866,Pesticides,SODIUM SILICOALUMINATE,,,
2867,Pesticides,SOLULAN 98,,,
2868,Pesticides,SOLULAN L-575,,,
2869,Pesticides,SORBITAN DIOLEATE,,,
2870,Pesticides,SORBITAN MONOOLEATE,,,
2871,Pesticides,SORBITAN MONOLAURATE,,,
2872,Pesticides,SORBITAN TRIOLEATE,,,
2873,Pesticides,SOY ALKYD RESIN,SOYA ALKYD RESIN,,"2004 change, synonymous"
2874,Pesticides,SPD-21-768,,,
2875,Pesticides,SPONTO 168,,,
2876,Pesticides,SPONTO AK-30-02BT,,,
2877,Pesticides,SPONTO AK31-27A,,,
2878,Pesticides,SPONTO AK31-27B,,,
2879,Pesticides,SPONTO AK31-38,,,
2880,Pesticides,SPONTO AK31-56A,,,
2881,Pesticides,SPONTO AK31-56B,,,
2882,Pesticides,SPONTO N-140B,,,
2883,Pesticides,SPONTO N-300B,,,
2884,Pesticides,SPONTO N-500B,,,
2885,Pesticides,SPONTO 232T,,,
2886,Pesticides,SPONTO 234T,,,
2887,Pesticides,SQUALANE,,,
2888,Pesticides,STARCH-G-POLY (ACRYLAMIDE-CO-SODIUM ACRYLATE),,,
2889,Pesticides,STA-PRO 3000,,,
2890,Pesticides,STEARIC ACID,,,
2891,Pesticides,POLYETHYLENE GLYCOL STEARATE,STEARIC ACID ETO ADDUCT (3.5 MOLES),,"2003 change, synonymous"
2892,Pesticides,STEARYL ALCOHOL,,,
2893,Pesticides,FATTY ACIDS (C12-C18); METHYL ESTERS,STEPAN C-65 METHYL ESTER,,"2003 change, synonymous"
2894,Pesticides,STEPANTAN A,,,
2895,Pesticides,STEPFAC 8172,,,
2896,Pesticides,STEROX NJ,,,
2897,Pesticides,SUCCINIC ANHYDRIDE,,,
2898,Pesticides,SULFIDE,,,
2899,Pesticides,SULFINYL LACTIC ACID; SODIUM SALT,,,
2900,Pesticides,SULFONATED 2-HYDROXY-4-METHOXY-BENZOPHENONE,,,
2901,Pesticides,SULFURIC ACID; MONODODECYL ESTER SODIUM SALT,,,
2902,Pesticides,SUN SUPERIOR SPRAY OIL 7N,,,
2903,Pesticides,SURE SOL 180,,,
2904,Pesticides,SURFLO B11,,,
2905,Pesticides,SURFLO B13,,,
2906,Pesticides,SURFLO B16,,,
2907,Pesticides,SURFLO B17,,,
2908,Pesticides,SURFLO B19,,,
2909,Pesticides,SUSTANE 3,,,
2910,Pesticides,SYNTHETIC BEESWAX,,,
2911,Pesticides,TALC,,,
2912,Pesticides,TALL OIL,,,
2913,Pesticides,TALLOWAMINE 5EO,,,
2914,Pesticides,TAR ACID OIL,,,
2915,Pesticides,TARTARIC ACID,,,
2916,Pesticides,T-DET DD-5,,,
2917,Pesticides,T-DET N-9.5,,,
2918,Pesticides,TECNAZENE,,,
2919,Pesticides,TENNECO 225F PVC RESIN,,,
2920,Pesticides,TENNECO T500-100,,,
2921,Pesticides,TENOX 2,,,
2922,Pesticides,TENOX 4,,,
2923,Pesticides,TENOX R,,,
2924,Pesticides,TENOX S-1,,,
2925,Pesticides,TERBUFOS,,,
2926,Pesticides,TERGITOL 15-S-12,,,
2927,Pesticides,TERGITOL 15-S-12 ACRYLATE,,,
2928,Pesticides,TERGITOL 15-S-20,,,
2929,Pesticides,TERTIARY-BUTYLAMINE PYRIDINETHIOL-1-OXIDE,,,
2930,Pesticides,TETRADECYL DIMETHYL BENZYL AMMONIUM CHLORIDE DIHYDRATE,,,
2931,Pesticides,TETRA ETHYLENE PENTAMINE,,,
2932,Pesticides,2;3;5;6-TETRAFLUORO-4-METHYLBENZYL (1RS-CIS-3-Z-2-CHLORO-3;3;3-CARBOXYLATE,,,
2933,Pesticides,TETRAHYDROFURAN,,,
2934,Pesticides,2;4;7;9-TETRAMETHYL-5-DECYNE-4;7-DIOL,,,
2935,Pesticides,TEXAPHOR SPECIAL,,,
2936,Pesticides,THICKENER; UNKNOWN,,,
2937,Pesticides,THIOBENCARB SULFOXIDE,,,
2938,Pesticides,THIOFANOX,,,
2939,Pesticides,THIONAZIN,,,
2940,Pesticides,THIOUREA,,,
2941,Pesticides,THURINGIENSIN; CALCIUM SALT,"THURINGIENSIN, CALCIUM TECHNICAL",,"2004 change, synonymous"
2942,Pesticides,TITANIUM DIOXIDE,,,
2943,Pesticides,T-MULZ AO2,,,
2944,Pesticides,T-MULZ 565,,,
2945,Pesticides,T-MULZ O,,,
2946,Pesticides,T-MULZ PB,,,
2947,Pesticides,T-MULZ VO,,,
2948,Pesticides,T-MULZ W,,,
2949,Pesticides,T-MULZ 94W,,,
2950,Pesticides,TOLYL TRIAZOLE,,,
2951,Pesticides,TOXIMUL 500,,,
2952,Pesticides,TOXIMUL D,,,
2953,Pesticides,TOXIMUL H,,,
2954,Pesticides,TOXIMUL P,,,
2955,Pesticides,TOXIMUL TA-5,,,
2956,Pesticides,TRANID,,,
2957,Pesticides,TRIARYL METHANE,,,
2958,Pesticides,TRIAZOLYL ALANINE,,,
2960,Pesticides,1;1;2-TRICHLORO-1;2;2-TRIFLUORO-ETHANE,,,
2961,Pesticides,TRIFLUMURON,,,
2962,Pesticides,TRIMETHACARB,,,
2963,Pesticides,TRIMETHYLAMINE HYDROCHLORIDE,,,
2964,Pesticides,3;5;5-TRIMETHYL-2-CYCLOHEXEN-1-ONE,,,
2965,Pesticides,TRIMETHYL SILOXY STEARATE,,,
2966,Pesticides,(TRIMETHYL SILYL) METHYL 2-(4-(3;5-DICHLORO-2-PYRIDINYL) OXY) PHENOXYL PROPANOATE,,,
2967,Pesticides,TRITOLYL PHOSPHATE,,,
2968,Pesticides,TRITON CF-10,,,
2969,Pesticides,TRITON X-363,,,
2970,Pesticides,TRYCOL NP-4,,,
2971,Pesticides,TRYCOL NP-6,,,
2972,Pesticides,TRYCOL NP-9,,,
2973,Pesticides,TRYFAC 5566,,,
2974,Pesticides,TRYFAC 910-K,,,
2975,Pesticides,TURGASEPT,,,
2976,Pesticides,UCAR SOLUTION VINYL VAGH,,,
2977,Pesticides,UL-94 HF-1 LISTED POLYESTER FOAM,,,
2978,Pesticides,UNSATURATED FATTY ACIDS,,,
2979,Pesticides,URETHANE ADHESIVE; PARTS A & B,,,
2980,Pesticides,VANDOR L3R LAVENDER PERFUME,,,
2981,Pesticides,VEGETABLE OIL MODIFIED PHENOLIC RESIN,,,
2982,Pesticides,1% VERDE GREEN SOLUTION,,,
2983,Pesticides,VERMICULITE,,,
2984,Pesticides,VERSALON 1112,,,
2985,Pesticides,1-VINYL-2-PYRROLIDINONE,,,
2986,Pesticides,WALNUT SHELLS; GROUND,,,
2987,Pesticides,WATER,,,
2988,Pesticides,WHEAT GERM OIL,,,
2989,Pesticides,WICKENOL 535,,,
2990,Pesticides,WING STAY V,,,
2991,Pesticides,WITAFROL 7420,,,
2992,Pesticides,WITCAMINE TAM-45,,,
2993,Pesticides,WITCONOL 1S-108,,,
2994,Pesticides,X-2433 GARNET TONER,,,
2995,Pesticides,ZINC SULFATE; MONOHYDRATE,,,
2996,Pesticides,QUATERNIUM-18 BENTONITE,,,
2997,Pesticides,GLYPHOSATE,,,
2998,Pesticides,NAPTALAM,,,
2999,Pesticides,BENTAZON,,,
3000,Pesticides,FD&C BLUE NO. 1 ALUMINUM LAKE,,,
3001,Pesticides,LAGENIDIUM GIGANTEUM (CALIFORNIA STRAIN),,,
3003,Pesticides,NEUESSENCE POWDER 411669,,,
3004,Pesticides,TERBUTHYLAZINE,,,
3005,Pesticides,ENCAPSULATED DELTA ENDOTOXIN OF BACILLUS THURINGIENSIS VAR. SAN DIEGO IN KILLED PSEUDOMONAS FLUORESCENS,,,
3006,Pesticides,IMAZAQUIN; AMMONIUM SALT,,,
3007,Pesticides,FRAGRANCE FOR MOSQUITO REPELLENT P-7510,,,
3008,Pesticides,ISOOCTYL ACRYLATE-STEARYL METHACRYLATE-ACRYLIC ACID COPOLYMER,,,
3009,Pesticides,DIISOPROPANOLAMINE,,,
3010,Pesticides,DELTAMETHRIN,,,
3011,Pesticides,POLYPROPYLENE GLYCOL,,,
3012,Pesticides,ACETALDEHYDE,,,
3013,Pesticides,ACETIC ACID; COPPER (2+) SALT,,,
3014,Pesticides,ACETIC ANHYDRIDE,,,
3015,Pesticides,ACETONITRILE,,,
3017,Pesticides,ACETYLATED LANOLIN,,,
3018,Pesticides,ACETYLATED LANOLIN ALCOHOL,,,
3019,Pesticides,ACRYLONITRILE,,,
3020,Pesticides,N-ALKYL (SOZA)-N-METHYL MORPHOLINIUM SULFATE,,,
3021,Pesticides,ALKYL N;N-BIS (2-HYDROXY ETHYLAMINE) (100% C12-C18),,,
3022,Pesticides,ALLANTOIN,,,
3023,Pesticides,ALLYL ALCOHOL,,,
3025,Pesticides,ALUMINUM ACETATE,,,
3026,Pesticides,ALUMINUM BICARBONATE,,,
3027,Pesticides,ALUMINUM CAPRYLATE,,,
3028,Pesticides,ALUMINUM CHLORIDE,,,
3029,Pesticides,ALUMINUM DIACETATE,,,
3030,Pesticides,ALUMINUM OXIDE,,,
3031,Pesticides,ALUMINUM POTASSIUM SULFATE,,,
3032,Pesticides,ALUMINUM STEARATE,,,
3033,Pesticides,AMINE 220,,,
3034,Pesticides,2-((2-AMINO ETHYL) AMINO) ETHANOL DODECYL BENZENE SULFONATE,,,
3035,Pesticides,P-AMINO BENZOIC ACID,,,
3036,Pesticides,AMMONIUM ACETATE,,,
3037,Pesticides,AMMONIUM ALUM,,,
3038,Pesticides,AMMONIUM BICARBONATE,,,
3039,Pesticides,AMMONIUM BISULFATE,,,
3040,Pesticides,AMMONIUM BROMIDE,,,
3041,Pesticides,AMMONIUM CARBAMATE,,,
3042,Pesticides,AMMONIUM CARBONATE,,,
3043,Pesticides,AMMONIUM CHLORIDE,,,
3044,Pesticides,AMMONIUM CITRATE,,,
3045,Pesticides,AMMONIUM DIISODECYL SULFOSUCCINATE,,,
3046,Pesticides,AMMONIUM DODECYL POLY OXYETHYLENE SULFATE,,,
3047,Pesticides,AMMONIUM FERRIC SULFATE,,,
3048,Pesticides,AMMONIUM LACTATE,,,
3050,Pesticides,AMMONIUM NONYL PHENYL POLY OXYETHYLENE SULFATE,,,
3052,Pesticides,AMMONIUM NITRATE,,,
3053,Pesticides,AMMONIUM STEARATE,,,
3054,Pesticides,AMMONIUM XYLENE SULFONATE,,,
3056,Pesticides,ANILINE,,,
3057,Pesticides,ANTIMONY POTASSIUM TARTRATE,,,
3058,Pesticides,ASCORBYL PALMITATE,,,
3059,Pesticides,ATROPINE,,,
3060,Pesticides,BARIUM CARBONATE,,,
3061,Pesticides,BARIUM CHLORIDE,,,
3063,Pesticides,BENZOPHENONE-2,,,
3066,Pesticides,1-BENZYL-2-STEARYL-BENZENIDAZOL-6;3'-DISULFONIC ACID; SODIUM SALT,,,
3067,Pesticides,N;N-BIS-(2-HYDROXY ETHYL)-CIS-9-OCTADECENAMIDE,,,
3068,Pesticides,N;N-BIS (2-HYDROXY ETHYL) OCTANAMIDE,,,
3069,Pesticides,2;6-BIS (1-METHYL HEPTADECYL)-P-CRESOL,,,
3070,Pesticides,BISPHENOL A,,,
3071,Pesticides,2-BUTANONE OXIME,,,
3072,Pesticides,BUTENEDIOL,,,
3073,Pesticides,2-BUTOXY ETHANOL PHOSPHATE,,,
3074,Pesticides,1-BUTOXY ETHOXY-2-PROPANOL,,,
3075,Pesticides,1-BUTOXY-2-PROPANOL,,,
3076,Pesticides,BUTYL STEARATE,,,
3077,Pesticides,N-BUTYL ALCOHOL,,,
3078,Pesticides,SEC-BUTYL ALCOHOL,,,
3079,Pesticides,BUTYLAMINE DODECYL BENZENE SULFONATE,,,
3080,Pesticides,BUTYL BENZYL PHTHALATE,,,
3083,Pesticides,BUTYRIC ACID,,,
3084,Pesticides,BETA-BUTYROLACTONE,,,
3085,Pesticides,CADMIUM COCOATE,,,
3086,Pesticides,CADMIUM PERBORATE,,,
3087,Pesticides,CALCIUM ABIETATE,,,
3090,Pesticides,CALCIUM CITRATE,,,
3091,Pesticides,CALCIUM NEODECANOATE,,,
3092,Pesticides,CALCIUM OCTOATE,,,
3094,Pesticides,CALCIUM PETROLEM SULFONATE,,,
3096,Pesticides,CALCIUM STEARATE,,,
3099,Pesticides,CARBON TETRAFLUORIDE,,,
3100,Pesticides,CELLULOSE,,,
3101,Pesticides,CELLULOSE ETHYL HYDROXY ETHYL ETHER,,,
3102,Pesticides,CHLORACETIC ACID,,,
3103,Pesticides,1-CHLORO-1;1-DIFLUORO ETHANE,,,
3104,Pesticides,CHLORO DIFLUORO METHANE,,,
3105,Pesticides,CHLOROPHYLL,,,
3107,Pesticides,CIS-CITRAL,,,
3108,Pesticides,COBALT NAPHTHENATE,,,
3109,Pesticides,COBALT OCTOATE,,,
3110,Pesticides,COBALTOUS SULFATE,,,
3111,Pesticides,N-(2-COCO AMIDO ETHYL)-N-(2-HYDROXY ETHYL) GLYCINE; SODIUM SALT,,,
3113,Pesticides,O-CRESOL,,,
3114,Pesticides,P-CRESOL,,,
3115,Pesticides,CRYOFLUORANE,,,
3116,Pesticides,CUMENE,,,
3117,Pesticides,CUPRIC GLUCONATE,,,
3118,Pesticides,CUPRIC NITRATE,,,
3120,Pesticides,CYCLAMIC ACID; SODIUM SALT,,,
3121,Pesticides,CYCLOHEXANOL,,,
3122,Pesticides,4-CYCLOHEXENE-1;2-DICARBOXIMIDE,,,
3123,Pesticides,DEA-DODECYL BENZNE SULFONATE,,,
3124,Pesticides,N-DECYL ALCOHOL,,,
3125,Pesticides,DECYL PHENOXY BENZENE DISULFONIC ACID,,,
3126,Pesticides,DECYL PHENOXY BENZENE DISULFONIC ACID; DISODIUM SALT,,,
3129,Pesticides,DEXTROSE,,,
3130,Pesticides,DIACETONE ALCOHOL,,,
3132,Pesticides,1;3-DI-N-BUTYL-2-THIOUREA,,,
3133,Pesticides,DICHLORO ACETIC ACID,,,
3134,Pesticides,DIETHANOLAMINE OLEATE,,,
3135,Pesticides,2;4-DICHLORO ANILINE,,,
3136,Pesticides,2;5-DICHLORO ANILINE,,,
3137,Pesticides,2;6-DICHLORO ANILINE,,,
3138,Pesticides,3;4-DICHLORO ANILINE,,,
3139,Pesticides,3;5-DICHLORO ANILINE,,,
3141,Pesticides,DICYANO ETHYL DIETHYLENE TRIAMINE,,,
3142,Pesticides,DIETHANOLAMINE,,,
3144,Pesticides,DIETHANOLAMINE LAURYL SULFATE,,,
3145,Pesticides,2-DIETHYL AMINO ETHANOL,,,
3146,Pesticides,7-(DIETHYL AMINO)-4-METHYL COUMARIN,,,
3147,Pesticides,N;N-DIETHYL CYCLOHEXYL AMINE DODECYL SULFATE,,,
3151,Pesticides,DIETHYLENE TRIAMINE,,,
3152,Pesticides,DIGLYCOLIC ACID,,,
3153,Pesticides,DIHYDROGENATED TALLOW DIMETHYL AMMONIUM METHOSULFATE,,,
3154,Pesticides,DIHYDROGENATED TALLOW HYDROXY ETHYL METHYL AMMONIUM CHLORIDE,,,
3155,Pesticides,DIISOAMYL KETONE,,,
3156,Pesticides,DIISOPROPYLAMINE DODECYL BENZENE SULFONATE,,,
3157,Pesticides,DILAURYL THIODIPROPIONATE,,,
3158,Pesticides,DIMER ACID,,,
3159,Pesticides,DIMETHAMINE EDTA,,,
3160,Pesticides,DIMETHYLAMINE,,,
3161,Pesticides,DIMETHYLAMINE DODECYL BENZENE SULFONATE,,,
3162,Pesticides,DIMETHYLALMINE PROPYLAMINE TRIDECYL BENZENE SULFONATE,,,
3163,Pesticides,DIMETHYL DIOCTADECYL AMMONIUM BENTONITE,,,
3164,Pesticides,3;5-DIMETHYL-1-HEXYL-3-OL,,,
3165,Pesticides,1;2-DIMETHYL HYDRAZINE,,,
3166,Pesticides,3;6-DIMETHYL-4-OCTYNE-3;6-DIOL,,,
3167,Pesticides,N;N-DIMETHYL OLEYL-LINOLEYLAMINE SALT OF BENZOIC ACID,,,
3168,Pesticides,N;N-DIMETHYL-1;3-PROPANE DIAMINE DODECYL BENZENE SULFONATE,,,
3169,Pesticides,DIMETHYL SULFOXIDE,,,
3170,Pesticides,DINITRO CRESOL,,,
3171,Pesticides,DIPHENYL METHANE,,,
3172,Pesticides,DISODIUM 4-DODECYL-2;4'-OXYDIBENZENE SULFONATE,,,
3173,Pesticides,DISODIUM EDTA-COPPER,,,
3175,Pesticides,DISODIUM 2;2'-OXYBIS(4-DODECYLBENZENE)SULFONATE,,,
3176,Pesticides,DIOCTADECYL DIMETHYL AMMONIUM CHLORIDE,,,
3177,Pesticides,DI(TALLOWALKYL)DIMETHYL AMMONIUM CHLORIDE,,,
3178,Pesticides,N;N'-DITALLOW-N''-METHYL-N'''-POLYETHOXYAMIDO AMMONIUM  METHOSULFATE SALT,"N,N'-DITALLOW-N''-METHYL-N'''-POLY ETHOXYAMIDO AMMONIUM  NONEMETHOSULFATE",,"2002 change, synonymous"
3180,Pesticides,DODECYLAMINE ACETATE,,,
3181,Pesticides,DODECYL DIPHENYL ETHER DISULFONIC ACID,,,
3183,Pesticides,N-DODECYL SARCOSINE; SODIUM SALT,,,
3184,Pesticides,DOXORUBICIN,,,
3187,Pesticides,EDTA; DIETHANOLAMINE SALT,,,
3188,Pesticides,EDTA; DISODIUM MANGANESE SALT,,,
3189,Pesticides,EDTA; DISODIUM ZINC SALT,,,
3190,Pesticides,1;2-EPOXY BUTANE,,,
3191,Pesticides,2;2'-(ETHYL IMINO) DIETHANOL,,,
3192,Pesticides,ETHYL AMINO BENZOATE,,,
3195,Pesticides,ETHYL-O-AMINO BENZOATE,,,
3196,Pesticides,ETHYL AMYL KETONE,,,
3197,Pesticides,ETHYL BENZENE,,,
3198,Pesticides,ETHYL CHLORIDE,,,
3199,Pesticides,N;N-ETHYLENEBIS (12-HYDROXY OCTADECAMIDE),,,
3200,Pesticides,ETHYLENE DIAMINE DODECYL BENZENE SULFONATE,,,
3201,Pesticides,ETHYLENE DIAMINE HYDRO IODIDE,,,
3202,Pesticides,2-ETHYL HEXYL AMMONIUM ISOOCTYL PHOSPHATE,,,
3203,Pesticides,ETHYL METHACRYLATE,,,
3204,Pesticides,ETHYL PARABEN,,,
3205,Pesticides,FERRIC CHLORIDE,,,
3206,Pesticides,FERRIC OXIDE,,,
3207,Pesticides,N-2-FLUORENYL ACETAMIDE,,,
3208,Pesticides,FORMIC ACID,,,
3210,Pesticides,GARDOL,,,
3211,Pesticides,ALPHA-DELTA-GLUCOHEPTONIC ACID; SODIUM SALT,,,
3214,Pesticides,GLYCERYL RICINIOLEATE,,,
3215,Pesticides,GLYCOL DISTEARATE,,,
3216,Pesticides,GLYCOL STEARATE,,,
3217,Pesticides,GRAPHITE,,,
3218,Pesticides,GUM TRAGACANTH,,,
3219,Pesticides,1-HEPTADECENYL-2-(2-HYDROXYETHYL)-2-IMIDAZOLINIUM CHLORIDE,,,
3220,Pesticides,2-(8-HEPTA DECENYL)-4-METHYL-2-OXAZOLINE-4-METHANOL,,,
3221,Pesticides,2-HEPTADECYL-1-METHYL-1-(2-STEAROYL AMIDE) ETHYL) IMIDAZOLINIUMMETHYL SULFATE,,,
3222,Pesticides,1-HEPTANOL,,,
3223,Pesticides,2-HEPTANONE,,,
3224,Pesticides,2-HEPTYL-2-IMIDAZOLINIUM HYDROXIDE-1-CARBOXY METHYLOXY ETHYL-1-CARBOXY METHYL; DISODIUM SALT,,,
3225,Pesticides,2;2'-HEXADECYL IMINO DIETHANOL,,,
3226,Pesticides,HEXAMETHYLENE HYDROCHLORIDE,,,
3227,Pesticides,N-HEXANE,,,
3228,Pesticides,2-ETHYL HEXANOIC ACID,,,
3229,Pesticides,1-HEXANOL,,,
3230,Pesticides,5-METHYL-2-HEXANONE,,,
3231,Pesticides,HOMOSALATE,,,
3233,Pesticides,HYDROQUINONE,,,
3234,Pesticides,2-HYDROXY ETHYL DIMETHL 3-OCTADECANAMIDO PROPYL AMMONIUM NITRATE,,,
3235,Pesticides,HYDROXYL AMINE SULFATE,,,
3236,Pesticides,N-(2-HYDROXY PROPYL) DECANAMIDE,,,
3238,Pesticides,N-(2-HYDROXY PROPYL) OCTANAMIDE,,,
3239,Pesticides,HYMECROMONE,,,
3240,Pesticides,EDTA; IRON CHELATE,,,
3241,Pesticides,ISOBUTYL ACETATE,,,
3242,Pesticides,ISODECYL ALCOHOL,,,
3243,Pesticides,ISOOCTYL DIPHENYL PHOSPHITE,,,
3244,Pesticides,ISOPENTANE,,,
3245,Pesticides,ISOPROPANOLAMINE NITRITE,,,
3246,Pesticides,ISOPROPYLAMINE,,,
3247,Pesticides,ISOPROPYLAMINE DODECYLBENZENE SULFONATE,,,
3248,Pesticides,ISOPROPYLAMINE METHYL NAPHTHALENE SULFONATE,,,
3249,Pesticides,ISOPROPYLAMINE SALT OF OLEYL ISOPROPANOLAMIDE SULFOSICCINIC ACID,,,
3250,Pesticides,ISOPROPYLAMINE SALT OF STEAROYL ISOPROPANOLAMIDE SULFOSUCCINIC ACID,,,
3251,Pesticides,ISOPROPYLAMINE SULFATE,,,
3252,Pesticides,ISOPROPYLAMINE SULFONATE,,,
3253,Pesticides,ISOPROPYL HYDROXYAMINE NITRITE,,,
3255,Pesticides,ISOPROPYL PALMITATE,,,
3256,Pesticides,ISOPROPYL PHENOL,,,
3257,Pesticides,ISOSTEARIC ACID,,,
3258,Pesticides,ISOOCTYL PHOSPHATE,,,
3259,Pesticides,LAPYRIUM CHLORIDE,,,
3260,Pesticides,LAURIC ACID DIETHANOLAMINE SALT,LAURAMIDE DEA,,Shortname
3261,Pesticides,LAURIC ACID MONOETHANOLAMIDE,LAURAMIDE MED,,Shortname
3262,Pesticides,LAURYL DIETHYLENE DIAMINO GLYCINE,,,
3264,Pesticides,LECITHIN,,,
3265,Pesticides,LIGNOFLEX,,,
3267,Pesticides,LITHIUM HYDROXIDE,,,
3268,Pesticides,LITHIUM PERCHLORATE,,,
3269,Pesticides,MAGNESIUM NITRATE,,,
3270,Pesticides,MAGNESIUM STEARATE,,,
3271,Pesticides,MALEIC ANHYDRIDE; POLYMER WITH 2;4;4-TRIMETHYL PENTANE; SODIUM SALT,,,
3272,Pesticides,MALEIC ANHYDRIDE,,,
3273,Pesticides,MANGANESE CARBAMATE,,,
3274,Pesticides,MANGANESE (II) OXIDE,,,
3276,Pesticides,MERCURIC OLEATE,,,
3277,Pesticides,MESITYL OXIDE,,,
3278,Pesticides,METHACRYLIC ACID,,,
3279,Pesticides,METHACRYLIC ACID; BUTYL ESTER,,,
3280,Pesticides,2;2'-BIS(6-T-BUTYL-P-CRESYL)-METHANE,,,
3281,Pesticides,METHOXY-2;4-DIHYDROXY PENTENE,,,
3284,Pesticides,METHYL BUTYL KETONE,,,
3285,Pesticides,2-METHYL-3-BUTYN-2-OL,,,
3286,Pesticides,METHYL PALMITATE,,,
3287,Pesticides,1-METHYL PYRROLIDINE,,,
3288,Pesticides,N-METHYL TAURINE,,,
3289,Pesticides,1-METHYL-1-TALL OIL AMIDO ETHYL-2-TALL OIL-IMIDAZOLINO METHOSULFATE,,,
3290,Pesticides,1-METHYL-1-TALLOWALKYLAMIDOETHYL-2-HEPTADECYLIMIDAZOLINIUM METHOSULFATE,1-METHYL-1-TALLOW-2-AMIDO ETHYL-2-HEPTADECYL IMIDAZOLINIUM  NONEMETHOSULFATE,,"2003 change, synonymous"
3291,Pesticides,METHYL TRIOCTYL AMMONIUM CHLORIDE,,,
3292,Pesticides,MORIN,,,
3294,Pesticides,MORPHOLINE DODECYL BENZENE SULFONATE,,,
3295,Pesticides,NAPHTHALENE SULFONIC ACID/PARAMETALDEHYDE CONDENSATE; AMMONIUM SALT,,,
3296,Pesticides,NAPHTHENIC ACID; LEAD SALT,,,
3298,Pesticides,NITRO ETHANE,,,
3299,Pesticides,NITROMETHANE,,,
3300,Pesticides,P-NITROPHENOL,,,
3301,Pesticides,2-NITROPROPANE,,,
3302,Pesticides,NITROUS OXIDE,,,
3303,Pesticides,2;6;8-TRIMETHYL-4-NONANOL,,,
3304,Pesticides,NONYL PHENOL,,,
3305,Pesticides,NONYLPHENYL POLYOXYETHYLENE PHOSPHORIC ACID,,,
3306,Pesticides,2;2'-OCTADECYL IMINO DIETHANOL,,,
3307,Pesticides,(E)-2;6-DIMETHYL-2;6-OCTADIENAL,,,
3310,Pesticides,OLEIC ACID ESTER OF TETRA (HYDROXY ETHYL) ETHYLENE DIAMINE,,,
3311,Pesticides,OLEIC ACID; GLYCERYL ESTER,,,
3313,Pesticides,OLEYL ALCOHOL,,,
3314,Pesticides,N-OLEYL-1;3-PROPYLENE DIAMINE,,,
3315,Pesticides,PALMITIC ACID,,,
3316,Pesticides,1;3-PENTADIENE,,,
3317,Pesticides,PENTA ERYTHRITOL ESTER OF TALL OIL,PENTA ECRYTHRITOL ESTER OF TALL OIL,,Typo
3318,Pesticides,PENTA ERYTHRITOL,,,
3319,Pesticides,PENTA POTASSIUM TRIPHOSPHATE,,,
3320,Pesticides,PENTA SODIUM PENTETATE,,,
3321,Pesticides,PERCHLORIC ACID; CALCIUM SALT,,,
3323,Pesticides,DODECYLPHENOL; MIXED ISOMERS,"PHENOL, DODECYL-, MIXED ISOMERS",,"2002 change, synonymous"
3324,Pesticides,PHENYL ETHER,,,
3325,Pesticides,ALPHA-2;4;6-TRISTYRYLPHENYL-OMEGA-HYDROXYPOLY(OXYETHYLENE) PHOSPHATE,PHOSPHORIC ESTER OF TRISTYNYL PHENYL ETHOXYLATE,,Shortname
3326,Pesticides,PHTHALIC ACID; ETHYL ESTER,,,
3327,Pesticides,PHTHALIC ANHYDRIDE,,,
3328,Pesticides,BETA-PINENE POLYMER -TOLUENE AND XYLENE ALKYLATED WITH DECYCLOPENTADIENE,,,
3331,Pesticides,POLY GLYCERYL PHTHALATE ESTER OF COCONUT OIL FATTY ACID,,,
3332,Pesticides,POLY GLYCOL OLEATE,,,
