chem_code,chem_group,chem_name,chem_alias1,chem_alias2,chem_note
2214,Pesticides,CHLORINATED TRISODIUM PHOSPHATE (PRIOR TSP & SODIUM HYPOCHLORITE),,,
2215,Pesticides,SULFACETAMIDE,,,
2216,Pesticides,ALPHA-ISOOCTADECYL-OMEGA-HYDROXYPOLY(OXYETHYLENE),"ALPHA-ISOOCTADECYL-OMEGA-HYDROXYPOLY(OXY-1,2-ETHANEDIYL)","POLY (OXY-1,2-ETHANEDIYL), ALPHA-ISOOCTADECYL-OMEGA-HYDROXY","2002 change, synonymous"
2217,Pesticides,PIRIMIPHOS-METHYL,,,
2218,Pesticides,ACIFLUORFEN; SODIUM SALT,,,
2219,Pesticides,1;4-BIS (BROMOACETOXY)-2-BUTENE,,,
2220,Pesticides,DIHYDRO-5-PENTYL-2(3H)-FURANONE,,,
2221,Pesticides,DIHYDRO-5-HEPTYL-2(3H)-FURANONE,,,
2222,Pesticides,METSULFURON-METHYL,,,
2223,Pesticides,CYFLUTHRIN,,,
2224,Pesticides,ERYTHROSINE B,,,
2225,Pesticides,CODLING MOTH GRANULOSIS VIRUS,,,
2226,Pesticides,QUIZALOFOP-ETHYL,,,
2227,Pesticides,2;2'-(1-METHYLTRIMETHYLENEDIOXY)BIS-(4-METHYL-1;3;2-DIOXABORINANE),,,
2228,Pesticides,ALKYL (58%C18; 40%C16; 1%C14; 1%C12) TRIMETHYL AMMONIUM CHLORIDE,,,
2229,Pesticides,DENATONIUM BENZOATE,,,
2230,Pesticides,N-DIALKYL (47%C12; 18%C14; 10%C18; 9%C10; 8%C16; 8%C8) DIMETHYL AMMONIUM CHLORIDE,,,
2231,Pesticides,COPPER OXIDE (IC),,,
2232,Pesticides,CHOLECALCIFEROL,,,
2233,Pesticides,TALLOW FATTY ACID AMINE ETHOXYLATE,TALLOW AMINE ETHOXYLATE,,Shortname
2234,Pesticides,FENPROPATHRIN,,,
2235,Pesticides,COPPER 2-ETHYLHEXANOATE,,,
2236,Pesticides,PRODIAMINE,,,
2237,Pesticides,THIFENSULFURON-METHYL,,,
2238,Pesticides,HYDROGEN CYANAMIDE,,,
2239,Pesticides,LINALOOL,,,
2240,Pesticides,IMAZAMETHABENZ,,,
2241,Pesticides,PROCYMIDONE,,,
2242,Pesticides,2;4-DP; DIETHANOLAMINE SALT,,,
2243,Pesticides,BIS (2-HYDROXYETHYL) ALKYL (AS IN FATTY ACIDS OF COCONUT OIL) AMINE ACETATE,,,
2244,Pesticides,HYDROPRENE,,,
2245,Pesticides,MYCLOBUTANIL,,,
2246,Pesticides,OIL OF PINE TAR,,,
2247,Pesticides,2-(2;4-DP); DIMETHYLAMINE SALT,,,
2248,Pesticides,OIL OF LINSEED,,,
2249,Pesticides,CLOFENTEZINE,,,
2250,Pesticides,COD LIVER OIL,,,
2251,Pesticides,Z-8-DODECENYL ACETATE,,,
2252,Pesticides,E-8-DODECENYL ACETATE,,,
2253,Pesticides,Z-8-DODECENOL,,,
2254,Pesticides,AVERMECTIN,,,
2255,Pesticides,N-LAURYL CAPROLACTAM,,,
2256,Pesticides,IMAZAPYR,,,
2257,Pesticides,IMAZAPYR; ISOPROPYLAMINE SALT,,,
2258,Pesticides,POLYHEXAMETHYLENE BIGUANIDINE,,,
2259,Pesticides,PACLOBUTRAZOL,,,
2260,Pesticides,TRIFLUMIZOLE,,,
2261,Pesticides,POLY OXYETHYLENE ETHANOL MONOESTERS OF 5- (AND 6-) CARBOXY-4-HEXYL-2-CYCLOHEXENE-1-OCTANOIC ACID-IODINE COMPLEX,,,
2262,Pesticides,ISOOCTYL PHTHALATE,,,
2263,Pesticides,BENSULFURON METHYL,,,
2264,Pesticides,1;3-DICHLORO-5-ETHYL-5-METHYLHYDANTOIN,,,
2265,Pesticides,ALDOXYCARB,,,
2266,Pesticides,OLEIC ACID; METHYL ESTER,,,
2267,Pesticides,NITROGEN; LIQUIFIED,,,
2268,Pesticides,NEROLIDOL,,,
2269,Pesticides,FARNESOL,,,
2270,Pesticides,UREA DIHYDROGEN SULFATE,,,
2271,Pesticides,POLYALKYLENE ETHER,,,
2272,Pesticides,XANTHAN GUM,,,
2273,Pesticides,SODIUM TETRATHIOCARBONATE,,,
2274,Pesticides,BACILLUS SPHAERICUS,,,
2275,Pesticides,GLYPHOSATE; SODIUM SESQUI SALT,,,
2276,Pesticides,PROPICONAZOLE,,,
2277,Pesticides,CINNAMALDEHYDE,,,
2278,Pesticides,FLUSILAZOLE,,,
2279,Pesticides,FLURIDONE,,,
2280,Pesticides,SACCHARIN,,,
2282,Pesticides,ISAZOPHOS,,,
2283,Pesticides,FENOXYCARB,,,
2284,Pesticides,MELAMINE,,,
2285,Pesticides,OMETHOATE,,,
2286,Pesticides,CYROMAZINE,,,
2287,Pesticides,DIMETHAMETRYN,,,
2288,Pesticides,BROMETHALIN,,,
2289,Pesticides,ISOXABEN,,,
2290,Pesticides,1-METHYL-3;5;7-TRIAZA-1-AZONIA TRICYCLO (3.3.1.1.3.7) DECANE CHLORIDE,,,
2291,Pesticides,PEROXYACETIC ACID,,,
2292,Pesticides,ETOFENPROX,ETHOFENPROX,,Typo
2293,Pesticides,D-ALLETHRIN,,,
2294,Pesticides,MCPP; ISOOCTYL ESTER,,,
2295,Pesticides,BRONOPOL,,,
2296,Pesticides,BROMINE,,,
2297,Pesticides,LAMBDA CYHALOTHRIN,,,
2298,Pesticides,1;3-BIS(HYDROXYMETHYL)-5;5-DIMETHYL HYDANTOIN,,,
2300,Pesticides,BIFENTHRIN,,,
2301,Pesticides,GLYPHOSATE; MONOAMMONIUM SALT,,,
2302,Pesticides,([([(2-DIHYDRO-5-METHYL-3(2H)-OXAZOLYL)-1-METHYLETHOXY]METHOXY)METHOXY]METHANOL,,,
2303,Pesticides,HEXYTHIAZOX,,,
2305,Pesticides,FLUTOLANIL,,,
2306,Pesticides,HYDROXYMETHYL-5;5-DIMETHYL HYDANTOIN,,,
2307,Pesticides,TRIADIMENOL,,,
2308,Pesticides,DITHIOPYR,,,
2310,Pesticides,ZINC,,,
2311,Pesticides,FENOXAPROP ETHYL,,,
2312,Pesticides,UNICONIZOLE-P,,,
2313,Pesticides,1;2-DIBROMO-2;4-DICYANOBUTANE,,,
2314,Pesticides,SULFLURAMID,,,
2315,Pesticides,CAPRIC ACID,,,
2316,Pesticides,CAPRYLIC ACID,,,
2317,Pesticides,SACCHARIN; AMMONIUM SALT,,,
2318,Pesticides,SACCHARIN; SODIUM SALT,,,
2320,Pesticides,FLURPRIMIDOL,,,
2321,Pesticides,ESFENVALERATE,,,
2322,Pesticides,CORN PRODUCT; HYDROLYZED,,,
2323,Pesticides,BROMINE CHLORIDE,,,
2324,Pesticides,SILVER CHLORIDE,,,
2325,Pesticides,FOSTHIOZATE,,,
2326,Pesticides,MCPA,,,
2327,Pesticides,GLYPHOSATE-TRIMESIUM,,,
2328,Pesticides,AZADIRACHTIN,,,
2329,Pesticides,TRALOMETHRIN,,,
2330,Pesticides,THYME,,,
2331,Pesticides,ROSEMARY,,,
2332,Pesticides,PEPPERMINT,,,
2333,Pesticides,CLOVES,,,
2334,Pesticides,DIETHYLENE GLYCOL,,,
2335,Pesticides,SOYBEAN OIL,,,
2336,Pesticides,SODIUM PERSULFATE,,,
2337,Pesticides,ENCAPSULATED DELTA ENDOTOXIN OF BACILLUS THURINGIENSIS VAR. KURSTAKI IN KILLED PSEUDOMONAS FLUORESCENS,,,
2338,Pesticides,TRIBENURON METHYL,,,
2339,Pesticides,CLOPYRALID;TRIETHYLAMINE SALT,,,
2340,Pesticides,IMAZETHAPYR,,,
2341,Pesticides,IMAZETHAPYR; AMMONIUM SALT,,,
2342,Pesticides,2-ALKYL-1-BENZYL-1-(2-HYDROXYETHYL)-2-IMIDAZOLINIUM CHLORIDE (ALKYL DERIVED FRON COCONUT FATTY ACIDS),2-ALKYL-1-BENZYL-1-(2-HYDROXYETHYL)-2-IMIDAZOLINIUM CHLORIDE (ALKYD,,Shortname
2343,Pesticides,LAURYL ALCOHOL,,,
2344,Pesticides,MYRISTYL ALCOHOL,,,
2345,Pesticides,TRINEXAPAC-ETHYL,,,
2346,Pesticides,ACACIA,,,
2347,Pesticides,POLYPROPYLENE,,,
2349,Pesticides,ACETOCHLOR,,,
2350,Pesticides,ACETOHEXAMIDE,,,
2351,Pesticides,AMIDOCHLOR,,,
2352,Pesticides,ACID BLUE 7,,,
2353,Pesticides,EVANS BLUE,ACID BLUE 182,,"2003 change, synonymous"
2354,Pesticides,SULFONATED TALL OIL FATTY ACIDS; SODIUM SALTS,SULFONATED TALL OIL FATTY ACIDS,,Shortname
2355,Pesticides,AERON,,,
2356,Pesticides,AGENT 551-85,,,
2357,Pesticides,AGENT 1059-106,,,
2358,Pesticides,AGENT 1059-108,,,
2359,Pesticides,AGENT W-218,,,
2360,Pesticides,ALPHA-ALKYL (SECONDARY C11-C15)-OMEGA-HYDROXYPOLY(OXYETHYLENE),PROPRIETARY BLEND OF LINEAR SECONDARY ALCOHOLS REACTED WITH ETHYLENE OXIDE,,"2003 change, synonymous"
2361,Pesticides,ALDICARB SULFOXIDE,,,
2362,Pesticides,ALIPHATIC AMINES,,,
2363,Pesticides,ALKATRONIC PGP-33-4,,,
2364,Pesticides,ALKENOIC ACID POLY OXYALKYLENE ETHER & ALKYL POLY OXYALKYLENE ETHER,,,
2365,Pesticides,1-ALKYL (C6-C18) AMINO-3-AMINOPROPANE ACETATE,1-ALKYL (C6 TO C18) AMINO-3-AMINOPROPANE ACETATE,,Shortname
2366,Pesticides,ALKYL ARYL ALKOXYLATE,,,
2367,Pesticides,ALPHA-ALKYL ARYL-OMEGA HYDROXY POLY OXYETHYLENE ISOPROPANOL AND DIMETHYL POLYSILOXANE,,,
2368,Pesticides,ALPHA-ALKYLARYL-OMEGA-HYDROXYPOLY(OXYETHYLENE) PHOSPHATE,ALKYLARYL POLYETHOXY ETHANOL PHOSPHATE,,"2002 change, synonymous"
2369,Pesticides,ALKYLARYL POLYOXY GLYCOL,,,
2370,Pesticides,ALKYL ARYL POLYOXYALKANE ETHER AND FREE FATTY ACIDS AND IPA,,,
2371,Pesticides,ALKYL (C9H12) BENZENES,,,
2372,Pesticides,ALKYL DIMETHYL AMINE,,,
2373,Pesticides,ALKYL (100%C14) DIMETHYL BENZYL AMMONIUM CHLORIDE,,,
2374,Pesticides,ALKYL (C14; C12; C16) DIMETHYL BENZYL AMMONIUM CHLORIDE,,,
2375,Pesticides,ALKYL (61%C12;23%C14;11%C16;2.5%C8 & C10;2.5%C18) DIMETHYL BENZYL AMMONIUM CHLORIDE,,,
2376,Pesticides,ALLYLOXYPOLYETHYLENE GLYCOL ACETATE,ALLYL OXY POLY ETHYLENE GLYCOL MONOALLYL ACETATE,,"2002 change, synonymous"
2377,Pesticides,ALKYL POLYOXY ETHYLENE ETHER; FREE FATTY ACIDS,,,
2378,Pesticides,ALUMINUM MAGNESIUM SILICATE,,,
2379,Pesticides,ALUMINUM SILICATE,,,
2380,Pesticides,AMMONIUM ARSENATE,,,
2381,Pesticides,AMMONIUM HYDROXIDE,,,
2382,Pesticides,AMMONIUM LIGNOSULPHONATE,,,
2383,Pesticides,AMMONIUM PARETH-25 SULFATE,,,
2384,Pesticides,AMOCO 6342,,,
2385,Pesticides,AMPELOMYCES QUISQUALIS,,,
2386,Pesticides,AMSCO-SOLV,,,
2387,Pesticides,AMYCOL POTATO ALPHA STARCH,,,
2388,Pesticides,ANTIMONY,,,
2389,Pesticides,ARMUL 22,,,
2390,Pesticides,ARMUL 33,,,
2391,Pesticides,ARMUL 214/215,,,
2392,Pesticides,ARMUL 358,,,
2393,Pesticides,ARMUL 646,,,
2394,Pesticides,AROMATIC 100,,,
2395,Pesticides,AROMATIC 150,,,
2396,Pesticides,AROMATIC 200,,,
2397,Pesticides,ARTIFICIAL PEANUT BUTTER FLAVOR WL-5344,,,
2398,Pesticides,ASBESTOS,,,
2399,Pesticides,ASTRAZON YELLOW 4G200,,,
2400,Pesticides,ATLOX 848,,,
2401,Pesticides,ATLOX 3403F,,,
2402,Pesticides,ATLOX 3404-XF(ZS),,,
2403,Pesticides,ATLOX 3406F,,,
2404,Pesticides,ATLOX 3409F,,,
2405,Pesticides,AUTOGRAPHA CALIFORNICA,,,
2406,Pesticides,AZETIDINE-3-CARBOXYLIC ACID,,,
2407,Pesticides,2;2'-AZOBIS ISOBUTYRONITRILE,,,
2408,Pesticides,AZOCYCLOTIN,,,
2409,Pesticides,BACILLUS SPHAERICUS; SEROTYPE H-5A5B; STRAIN 2362 ,,,
2410,Pesticides,BACILLUS THURINGIENSIS; STRAIN DARMSTADIENSIS,BACILLUS THURINGIENSIS DARSTADIENSIS,,Shortname
2411,Pesticides,BARIUM SULFATE,,,
2412,Pesticides,BAROCHEM B460,,,
2413,Pesticides,BAROCHEM B464,,,
2414,Pesticides,ISOCARBOPHOS,BAY 93820,,"2002 change, synonymous"
2415,Pesticides,BENZENE SULFONYL CHLORIDE,,,
2416,Pesticides,BENZIN,,,
2417,Pesticides,BENZOPHENONE-3,,,
2418,Pesticides,1H-BENZO TRIAZOLE,,,
2419,Pesticides,BENZYL CHLORIDE,,,
2420,Pesticides,BHA,,,
2422,Pesticides,N;N'-BIS (3'; 5'-DI-TERT-BUTYL-4-HYDROXYPHENYL)PROPIONYL) HYDRAZINE,,,
2423,Pesticides,N;N-BIS-(2-HYDROXYETHYL) ALKYL AMINE,,,
2424,Pesticides,N;N-BIS (2-HYDROXYETHYL) ALKYL (C6-C18) AMINE,,,
2425,Pesticides,BLAST FURNACE SLAG,,,
2426,Pesticides,BORON,,,
2427,Pesticides,BROMOETHANE,,,
2428,Pesticides,BROMOPROPYLATE,,,
2429,Pesticides,BROMOXYNIL PHENOL,,,
2430,Pesticides,BUPIRIMATE,,,
2431,Pesticides,1;3-BUTADIENE,,,
2432,Pesticides,BUTADIENE-ACRYLONITRILE COPOLYMER,,,
2433,Pesticides,BUTATHIOFOS,,,
2434,Pesticides,N-BUTYL ACETATE,,,
2435,Pesticides,AMINOCARB,,,
2436,Pesticides,GAMMA-BUTYROLACTONE,,,
2437,Pesticides,METHYL METHACRYLATE; METHACRYLIC ACID; BUTYL ACRYLATE COPOLYMER,C-29 POLYMER,,"2003 change, synonymous"
2438,Pesticides,CADMIUM COMPOUNDS,,,
2439,Pesticides,CADMIUM YELLOW PIGMENTS,,,
2440,Pesticides,CALCIUM CARBONATE; TREATED,,,
2441,Pesticides,CALCIUM PROPIONATE,,,
2442,Pesticides,CALCIUM SULFATE,,,
2443,Pesticides,CANDLE WAX,,,
2444,Pesticides,CARAMEL COLOR,,,
2445,Pesticides,CARBON BLACK PIGMENT,,,
2446,Pesticides,CARBO METHOXY ETHER CELLULOSE; SODIUM SALT,,,
2447,Pesticides,CARBOXY POLYMETHYLENE,,,
2448,Pesticides,CASTOR WAX DERIVATIVE,,,
2449,Pesticides,CETYL ALCOHOL,,,
2450,Pesticides,CETYL PALMITATE,,,
2451,Pesticides,CGA-154281,,,
2452,Pesticides,CGA-64251,ETACONAZOLE,,Shortname
2453,Pesticides,CHARTERSOL-1,,,
2454,Pesticides,CHEM-O-THANE D-3860/D-3861,,,
2455,Pesticides,"CHEVRON BASE OIL C""""",,,
2456,Pesticides,CHEVRON 100 NEUTRAL OIL,,,
2457,Pesticides,CHEVRON SOLVENT 425,,,
2458,Pesticides,CHLORIMURON ETHYL,,,
2459,Pesticides,CHLOROACRYLATE,,,
2460,Pesticides,CHLOROBENZENE,,,
2461,Pesticides,P-CHLOROBENZOIC ACID,,,
2462,Pesticides,CHLORODIBROMOMETHANE,,,
2463,Pesticides,3-CHLORO-2-METHYL PROPENE,,,
2464,Pesticides,2-(3-CHLOROPHENOXY)PROPIONAMIDE,,,
2465,Pesticides,CHLOROPHYLL OIL SOLUBLE-ZZ,,,
2466,Pesticides,2-CHLOROPYRIDINE-N-OXIDE,,,
2467,Pesticides,CHLOROTOLUENE,,,
2468,Pesticides,CHLORPYRIFOS-METHYL,,,
2469,Pesticides,CHLORTHIOPHOS,,,
2470,Pesticides,CHROMIUM DIOXIDE,,,
2471,Pesticides,CITOWETT,,,
2472,Pesticides,CLONITRALID  2';5-DICHLORO-4'-NITROSALICYLANILIDE; 2-AMINOETHANOL,NICLOSAMIDE,,Shortname
2473,Pesticides,COCAMIDOPROPYL BETAINE,,,
2474,Pesticides,COCO AMPHO CARBOXY GLYCINATE,,,
2475,Pesticides,COCO BETAINE,,,
2476,Pesticides,COLGATE CRYSTAL WHITE HAND DISHWASHING LIQUID,,,
2477,Pesticides,COLLOID 643,,,
2478,Pesticides,CONOCO LPA,,,
2479,Pesticides,COPPER PHTHALOCYANINE,,,
2480,Pesticides,COPPER SULFATE ETHYLENE DIAMINE,,,
2481,Pesticides,CORN GLUTEN MEAL,,,
2482,Pesticides,COTTON FIBRE CORD,,,
2483,Pesticides,C-PA-1224 BLACK,,,
2484,Pesticides,CREMAPHOR,,,
2486,Pesticides,N-CYCLOHEXYL PYRROLIDONE,,,
2487,Pesticides,D & C YELLOW 10 LAKE,,,
2488,Pesticides,D-79 SOLVENT,,,
2489,Pesticides,D-425,,,
2491,Pesticides,DAXAD 23,,,
2492,Pesticides,DAY-GLO SATURN YELLOW AX-17-N,,,
2493,Pesticides,DECYL BETAINE,,,
2494,Pesticides,DELVET 65,,,
2495,Pesticides,DEOXY ADENOSINYL-(5'-->4)-O-3;6-ANHYDRO-A-D-GLUCO PYRANOSYL-ZZ91-2)-D ALLARIC ACID-4-(DIHYDROGEN PHOSPHATE),THURINGIENSIN,,Shortname
2496,Pesticides,DEQUEST 2010 PHOSPHONATE,,,
2497,Pesticides,DESOTO URETHANE RESIN,,,
2498,Pesticides,DIALKYL SULFOSUCCINATE,,,
2499,Pesticides,2;4-DICHLOROPHENOL,,,
2500,Pesticides,DINICONAZOLE,,,
2501,Pesticides,1;2-DICHLOROPROPANE,,,
2502,Pesticides,DICHLOROVINYL ACID,,,
2503,Pesticides,DICHLORPROP,,,
2504,Pesticides,DICYANDIAMIDE,,,
2505,Pesticides,DIETHYLENE GLYCOL MONOETHYL ETHER,,,
2506,Pesticides,DIETHYLENE GLYCOL MONOMETHYL ETHER,,,
2507,Pesticides,O;O-DIETHYL-O-PHENYL PHOSPHORO THIOATE,,,
2508,Pesticides,O;O-DIETHYL PHOSPHORO CHLORIDOTHIONATE,,,
2509,Pesticides,1;3-DIETHYL-2-THIOUREA,,,
2510,Pesticides,(((2-DIHYDRO-5-METHYL-3(2H)-OXAZOLYL)-1-METHYLETHOXY)METHOXY)METHANOL,,,
2511,Pesticides,3;4-DIHYDRO-2H-PYRAN,,,
2512,Pesticides,DIHYDRO TERPINEOL,,,
2513,Pesticides,DIISODECYL PHTHALATE,,,
2515,Pesticides,DIMETHICONE COPOLYOL,,,
2516,Pesticides,DIMETHYL COCOBETAINE,,,
2517,Pesticides,DIMETHYL ETHER,,,
2518,Pesticides,1;1-DIMETHYL HYDRAZINE,,,
2519,Pesticides,DIMETHYL HYDROGEN PHOSPHITE,,,
2520,Pesticides,O;O-DIMETHYL O-(4-NITRO-M-TOLYL) PHOSPHOROTHIOATE,,,
2521,Pesticides,N;N-DIMETHYL-1-OCTANE DECANAMIDE,,,
2522,Pesticides,3;7-DIMETHYL-6-OCTEN-1-OL ACETATE,,,
2523,Pesticides,2;6-DIMETHYL-2-OCTEN-8-YL-N-BUTYRATE,,,
2525,Pesticides,DIMETHYL SOYA AMINE,,,
2526,Pesticides,DINOBUTON,,,
2527,Pesticides,DIOCTYL ADIPATE,,,
2528,Pesticides,DIOCTYL TEREPHTHALATE,,,
2529,Pesticides,DIOXANE,,,
2530,Pesticides,3;3-DIMETHYL-2-METHYLENE NORCAMPHENE,,,
2532,Pesticides,DIPROPETRYN,,,
2533,Pesticides,DIPROPYLENE GLYCOL ETHER,,,
2535,Pesticides,DIXANTHOGEN,,,
2536,Pesticides,DODECYLBENZENE SULFONIC ACID; AMINE SALT,,,
2537,Pesticides,DODECYLBENZENE SULFONIC ACID; CALCIUM SALT,,,
2538,Pesticides,DOWANOL DESG SOLVENT,,,
2539,Pesticides,DOW CORNING ANTIFOAM Y-30 EMULSION,,,
2540,Pesticides,DOW CORNING DB-110A-ANTIFOAM EMULSION,,,
2541,Pesticides,DOW CORNING FG-10,,,
2542,Pesticides,DREWPLUS L-768,,,
2543,Pesticides,ELANCO EMPTY GELATIN CAPSULES,,,
2544,Pesticides,EMCOL AL69-49,,,
2545,Pesticides,EMPHOS CS-121,,,
2546,Pesticides,EMULGATOR,,,
2547,Pesticides,EMULSOGEN CP 136,,,
2548,Pesticides,EMULSOGEN NP 11-300,,,
2549,Pesticides,ENCAP,,,
2550,Pesticides,EPOXIDIZED LINSEED OIL,,,
2551,Pesticides,EPOXIDIZED SOYBEAN OIL,,,
2552,Pesticides,ESPESOL I,,,
2553,Pesticides,ETHOMEEN,,,
2554,Pesticides,2-ETHOXYETHANOL,,,
2555,Pesticides,ETHOXYLATED CASTOR OIL,,,
2556,Pesticides,ETHOXYLATED LANOLIN,,,
2557,Pesticides,ETHYLENE CHLOROBROMIDE,,,
2558,Pesticides,ETHYLENE GLYCOL POLYMER,,,
2559,Pesticides,ETHYLENE THIOUREA,,,
2560,Pesticides,2-ETHYL-1-HEXANOL,,,
2561,Pesticides,2-ETHYL HEXYL OXYSTEARATE,,,
2562,Pesticides,ETHYL 3-METHYL-3-PHENYLGLYCIDATE,ETHYL METHYL PHENYL GLYCIDATE,,Shortname
2563,Pesticides,ETIDRONIC ACID,,,
2565,Pesticides,FATTY ACIDS; ETHYL ESTER,,,
2566,Pesticides,FD&C GREEN NO. 3,,,
2567,Pesticides,FD&C RED NO. 40,,,
2568,Pesticides,FENRIDAZONE-POTASSIUM,,,
2569,Pesticides,FERTILIZER; GENERAL,,,
2570,Pesticides,FIR NEEDLE OIL; SIBERIAN,,,
2571,Pesticides,FISH MEAL,,,
2572,Pesticides,FLOMO 1212,,,
2573,Pesticides,FLOMO 4NP,,,
2574,Pesticides,FLOMO TA-5,,,
2575,Pesticides,FRAGRANCE 1256 H,,,
2576,Pesticides,FURANEOL 15% P.G.,,,
2577,Pesticides,GELATIN CAPSULES; R.P. SCHERER,,,
2578,Pesticides,GENAMIN T-050,,,
2579,Pesticides,GERMABEN II,,,
2580,Pesticides,GIVAUDAN MUQUET PA-6664,,,
2581,Pesticides,GLIDDEN NO. 3200 WHITE LATEX,,,
2582,Pesticides,GLYCERYL STEARATE,,,
2583,Pesticides,GROUND CORN COBS,,,
2584,Pesticides,GROUND RICE HULLS,,,
2585,Pesticides,GROUND SESAME PLANT,,,
2586,Pesticides,H.A.S. SOLVENT,,,
2587,Pesticides,HEXACHLORO DIBENZO-P-DIOXIN,,,
2588,Pesticides,1;4;5;6;7;7-HEXACHLORO-5-NORBORNENE-2;3-DIMETHANOL,,,
2589,Pesticides,4;5;6;7;8;8-HEXACHLORO-2;3;3A;7;7A-HEXAHYDRO-4;7-METHANO BENZOFURAN,,,
2590,Pesticides,HEXAHEXYL DISTANNOXANE,,,
2591,Pesticides,HEXAMINE,,,
2592,Pesticides,HEXANE DITHIOL DIACETATE,,,
2593,Pesticides,2-HEXEN-1-OL ACETATE,,,
2594,Pesticides,HI-SOL 15,,,
2595,Pesticides,HONEY,,,
2596,Pesticides,HOSTAPHAT MDAR-N-040,,,
2597,Pesticides,HUMIC ACID,,,
2598,Pesticides,HYDRAZINE,,,
2599,Pesticides,HYDROFLUOROCARBON 152A,,,
2600,Pesticides,HYDROPHOSPHOROUS ACID,,,
2601,Pesticides,HYDROTREATED PARAFFINIC SOLVENT,,,
2602,Pesticides,2-HYDROXY ALACHLOR,,,
2603,Pesticides,1-HYDROXYETHYL-1-BENZYL-2-ALKYL IMIDAZOLINIUM CHLORIDE,,,
2604,Pesticides,HYDROXYETHYL METHYL SULFONE,,,
2605,Pesticides,HYDROXYL PHENOLIC CARBOXYLIC ACID,,,
2606,Pesticides,HYDROXY MERCURI NITROPHENOL,,,
2607,Pesticides,2-(2'-HYDROXY-5-METHYL PHENYL)-BENZOTRIAZOLE,,,
2608,Pesticides,2-HYDROXY-4-N-OCTYL BENZOPHENONE,,,
2609,Pesticides,4'-HYDROXY-M-PHENOXY BENZOIC ACID,,,
2610,Pesticides,2-(3-HYDROXYPROPYL)-HEPTA-METHYL TRISILOXANE; ETHOXYLATED; ACETATE,,,
2611,Pesticides,6-HYDROXY-5-((P-SULFOPHENYL) AZO-2-NAPHTHALENE SULFONIC ACID;SODIUM SALT,,,
2612,Pesticides,O-(6-HYDROXY-3-OXO-3H-XANTHEN-9-YL)-9-(O-CARBOXYPHENYL)-6-HYDROXY-3-ISOXANTHENONE BENZOIC ACID,,,
2613,Pesticides,IMAZAQUIN,,,
2614,Pesticides,INDOLE,,,
2615,Pesticides,INSTEX 10100 COLOR CONCENTRATE (BLACK),,,
2616,Pesticides,IOXYNIL,,,
2617,Pesticides,IRGANOX 1076,,,
2618,Pesticides,IRON OXIDE PIGMENT,,,
2619,Pesticides,ISOASCORBIC ACID; SODIUM SALT,,,
2620,Pesticides,ISOBORNYL ACETATE,,,
2621,Pesticides,ISOBUTANE,,,
2622,Pesticides,ISOBUTYL ALCOHOL,,,
2623,Pesticides,ISOPARAFFIN; C11-C12,,,
2624,Pesticides,ISOPARAFFIN; C12-C14,,,
2625,Pesticides,1-BUTOXY-2-PROPANOL,PROPYLENE GLYCOL BUTYL ETHER,ISOPROPYLENE GLYCOL BUTYL ETHER,"2003 change, synonymous"
2626,Pesticides,ISOPROPYL MYRISTATE,,,
2627,Pesticides,ISOSTEARYL ALCOHOL,,,
2628,Pesticides,ANIONIC HETEROPOLYSACCHARIDE,K 1A112,,Shortname
2629,Pesticides,KAOLIN,,,
2630,Pesticides,KELSOL 3931,,,
2631,Pesticides,KM SPRAY OIL,,,
2632,Pesticides,KRYNAC 1122,,,
2633,Pesticides,LANOLIN OIL,,,
2634,Pesticides,LATEX PAINT,,,
2635,Pesticides,LAURAMIDE/LINOLEAMIDE DIETHANOLAMIDE,,,
2636,Pesticides,LAURYL DIMETHYLAMINE OXIDE,,,
2637,Pesticides,LAURYL SULFATE SALTS,,,
2638,Pesticides,LEAD,,,
2639,Pesticides,LEONIL DB POWDER,,,
2640,Pesticides,LIGNIN,,,
2641,Pesticides,LIGNIN SULFONIC ACID; AMMONIUM SALT,,,
2642,Pesticides,LIGROIN,,,
2643,Pesticides,LIMONIA 19-11189,,,
2644,Pesticides,LINSEED OIL; BOILED,,,
2645,Pesticides,LINSEED OIL WITH DRIERS,,,
2646,Pesticides,LINSEED-SOYA ALKYD RESIN,,,
2647,Pesticides,LOCUST BEAN GUM,,,
2648,Pesticides,LONG OIL ALKYD 5070,,,
2649,Pesticides,LUBRIZOL 544,,,
2650,Pesticides,LUBRIZOL 8052A,,,
2651,Pesticides,LUNA YELLOW NB-L 1270,,,
2652,Pesticides,MACROPLAST UK 8202/UK 5400,,,
2653,Pesticides,MACROPLAST VAX-11688/UK 5400,,,
2654,Pesticides,MAGNESIUM CARBONATE,,,
2655,Pesticides,MAGNESIUM CHLORIDE; HEXAHYDRATE,,,
2656,Pesticides,MAGNESIUM OXIDE,,,
2657,Pesticides,MAGNESIUM PYRITHIONE,,,
2658,Pesticides,MAGNESIUM SILICATE,,,
2659,Pesticides,MALT EXTRACT,,,
2660,Pesticides,MARK 495,,,
2661,Pesticides,MARK 565A,,,
2662,Pesticides,MARK 706,,,
2663,Pesticides,MARK 1500,,,
2664,Pesticides,MARK 1600,,,
2665,Pesticides,MARK 1601,,,
2666,Pesticides,MARK 1603,,,
2667,Pesticides,MARK 1607,,,
2668,Pesticides,MARTER WHITE 400,,,
2669,Pesticides,FLUORIDAMID,,,
